Document Set,Prompt,# Docs to Rerank,n-ary Heap,tokens,LLM,nDCG@10,command,path
DL20,Original,1000,9-ary,450,Qwen,0.644617530019303,--collection data/dl20/450_collection_passage.tsv --input dl20/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 9 --output runs/dl20/450/Qwen2.5-72B-Instruct/k10/original/rerank1000/9ary/reranked.run --prompt original --rerankN 1000 --topics dl20/topics.jsonl --topk 10,runs/dl20/450/Qwen2.5-72B-Instruct/k10/original/rerank1000/9ary/reranked.run
DL20,Original,100,19-ary,1st 128,llama-3,0.697250253177198,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/dl20/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/19ary/reranked.run
DL20,Original,100,19-ary,1st 128,Mixtral,0.567911214305727,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 19 --output runs/dl20/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/19ary/reranked.run
DL20,Original,100,19-ary,1st 128,Qwen,0.641148597111307,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 19 --output runs/dl20/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/19ary/reranked.run
DL20,Original,100,4-ary,1st 128,llama-3,0.689687606798917,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 4 --output runs/dl20/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/4ary/reranked.run
DL20,Original,100,4-ary,1st 128,Mixtral,0.616800581374878,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 4 --output runs/dl20/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/4ary/reranked.run
DL20,Original,100,4-ary,1st 128,Qwen,0.642452276811524,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 4 --output runs/dl20/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/4ary/reranked.run
DL20,Original,100,9-ary,1st 128,llama-3,0.69205472763425,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/dl20/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/9ary/reranked.run
DL20,Original,100,9-ary,1st 128,llama-3-8b,0.623783934965071,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.1-8B-Instruct --nary 9 --output runs/dl20/first128/Llama-3.1-8B-Instruct/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Llama-3.1-8B-Instruct/k10/original/rerank100/9ary/reranked.run
DL20,Original,100,9-ary,1st 128,Mixtral,0.575353336393076,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 9 --output runs/dl20/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/9ary/reranked.run
DL20,Original,100,9-ary,1st 128,Qwen,0.641676559655256,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 9 --output runs/dl20/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/9ary/reranked.run
Robust04,Original,30,19-ary,450,llama-3,0.571415597682367,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank30/19ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank30/19ary/reranked.run
Robust04,Original,30,19-ary,450,Mixtral,0.404251347375805,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 19 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank30/19ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank30/19ary/reranked.run
Robust04,Original,30,19-ary,450,Qwen,0.556807209266823,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 19 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank30/19ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank30/19ary/reranked.run
Robust04,Original,30,4-ary,450,llama-3,0.519745474685756,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 4 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank30/4ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank30/4ary/reranked.run
Robust04,Original,30,4-ary,450,Mixtral,0.474768534254349,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 4 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank30/4ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank30/4ary/reranked.run
Robust04,Original,30,4-ary,450,Qwen,0.520676053045309,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 4 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank30/4ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank30/4ary/reranked.run
Robust04,Original,30,9-ary,450,llama-3,0.57172137446037,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank30/9ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank30/9ary/reranked.run
Robust04,Original,30,9-ary,450,Mixtral,0.489328563428286,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 9 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank30/9ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank30/9ary/reranked.run
Robust04,Original,30,9-ary,450,Qwen,0.559674023877637,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 9 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank30/9ary/reranked.run --prompt original --rerankN 30 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank30/9ary/reranked.run
Robust04,Original,100,19-ary,450,llama-3,0.636349609758431,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank100/19ary/reranked.run
Robust04,Original,100,19-ary,450,Mixtral,0.491157791014307,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 19 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/19ary/reranked.run
Robust04,Original,100,19-ary,450,Qwen,0.623995351870872,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 19 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank100/19ary/reranked.run
Robust04,Original,100,4-ary,450,llama-3,0.552266200779783,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 4 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank100/4ary/reranked.run
Robust04,Original,100,4-ary,450,Mixtral,0.483524432033299,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 4 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/4ary/reranked.run
Robust04,Original,100,4-ary,450,Qwen,0.543492538799182,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 4 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank100/4ary/reranked.run
Robust04,Original,100,9-ary,450,llama-3,0.610363537142964,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank100/9ary/reranked.run
Robust04,Original,100,9-ary,450,Mixtral,0.507111770731727,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 9 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/9ary/reranked.run
Robust04,Original,100,9-ary,450,Qwen,0.606574811081113,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 9 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank100/9ary/reranked.run
Robust04,Original,1000,19-ary,450,llama-3,0.650650756495562,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank1000/19ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank1000/19ary/reranked.run
Robust04,Original,1000,19-ary,450,Mixtral,0.474337066847389,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 19 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank1000/19ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank1000/19ary/reranked.run
Robust04,Original,1000,19-ary,450,Qwen,0.636607905854869,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 19 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank1000/19ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank1000/19ary/reranked.run
Robust04,Original,1000,4-ary,450,llama-3,0.574122782921066,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 4 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank1000/4ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank1000/4ary/reranked.run
Robust04,Original,1000,4-ary,450,Mixtral,0.478076704798837,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 4 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank1000/4ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank1000/4ary/reranked.run
Robust04,Original,1000,4-ary,450,Qwen,0.593069446850601,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 4 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank1000/4ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank1000/4ary/reranked.run
Robust04,Original,1000,9-ary,450,llama-3,0.642374394011903,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank1000/9ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Llama-3.3-70B-Instruct/k10/original/rerank1000/9ary/reranked.run
Robust04,Original,1000,9-ary,450,Mixtral,0.498527773939399,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 9 --output runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank1000/9ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank1000/9ary/reranked.run
Robust04,Original,1000,9-ary,450,Qwen,0.612466771069146,--collection data/robust04/450_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 9 --output runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank1000/9ary/reranked.run --prompt original --rerankN 1000 --topics robust04/topics.jsonl --topk 10,runs/robust04/450/Qwen2.5-72B-Instruct/k10/original/rerank1000/9ary/reranked.run
Robust04,Original,100,19-ary,1st 128,llama-3,0.629757065948507,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/robust04/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/19ary/reranked.run
Robust04,Original,100,19-ary,1st 128,Mixtral,0.453415485320297,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 19 --output runs/robust04/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/19ary/reranked.run
Robust04,Original,100,19-ary,1st 128,Qwen,0.562465636715015,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 19 --output runs/robust04/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/19ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/19ary/reranked.run
Robust04,Original,100,4-ary,1st 128,llama-3,0.600143966109032,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 4 --output runs/robust04/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/4ary/reranked.run
Robust04,Original,100,4-ary,1st 128,Mixtral,0.478715031094919,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 4 --output runs/robust04/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/4ary/reranked.run
Robust04,Original,100,4-ary,1st 128,Qwen,0.595854814928006,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 4 --output runs/robust04/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/4ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/4ary/reranked.run
Robust04,Original,100,9-ary,1st 128,llama-3,0.623721697575363,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/robust04/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/9ary/reranked.run
Robust04,Original,100,9-ary,1st 128,llama-3-8b,0.51891638590565,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model meta-llama/Llama-3.1-8B-Instruct --nary 9 --output runs/robust04/first128/Llama-3.1-8B-Instruct/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Llama-3.1-8B-Instruct/k10/original/rerank100/9ary/reranked.run
Robust04,Original,100,9-ary,1st 128,Mixtral,0.467468107509206,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model mistralai/Mixtral-8x7B-Instruct-v0.1 --nary 9 --output runs/robust04/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Mixtral-8x7B-Instruct-v0.1/k10/original/rerank100/9ary/reranked.run
Robust04,Original,100,9-ary,1st 128,Qwen,0.611545562185535,--collection data/robust04/first128_collection_passage.tsv --input robust04/bm25.run --model Qwen/Qwen2.5-72B-Instruct --nary 9 --output runs/robust04/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/9ary/reranked.run --prompt original --rerankN 100 --topics robust04/topics.jsonl --topk 10,runs/robust04/first128/Qwen2.5-72B-Instruct/k10/original/rerank100/9ary/reranked.run
DL19,Original,100,2-ary,1st 128,llama-3,0.660247029656765,--collection data/dl19/first128_collection_passage.tsv --input dl19/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 2 --output runs/dl19/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/2ary/reranked.run --prompt original --rerankN 100 --topics dl19/topics.jsonl --topk 10,runs/dl19/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/2ary/reranked.run
DL19,Original,100,2-ary,1st 128,llama-3-8b,0.634998065307432,--collection data/dl19/first128_collection_passage.tsv --input dl19/bm25.run --model meta-llama/Llama-3.1-8B-Instruct --nary 2 --output runs/dl19/first128/Llama-3.1-8B-Instruct/k10/original/rerank100/2ary/reranked.run --prompt original --rerankN 100 --topics dl19/topics.jsonl --topk 10,runs/dl19/first128/Llama-3.1-8B-Instruct/k10/original/rerank100/2ary/reranked.run
DL20,Original,100,2-ary,1st 128,llama-3,0.631094248465722,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 2 --output runs/dl20/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/2ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Llama-3.3-70B-Instruct/k10/original/rerank100/2ary/reranked.run
DL20,Original,100,2-ary,1st 128,llama-3-8b,0.597278636821669,--collection data/dl20/first128_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.1-8B-Instruct --nary 2 --output runs/dl20/first128/Llama-3.1-8B-Instruct/k10/original/rerank100/2ary/reranked.run --prompt original --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/first128/Llama-3.1-8B-Instruct/k10/original/rerank100/2ary/reranked.run
DL19,CoT,100,19-ary,450,llama-3,0.724837125181419,--collection data/dl19/450_collection_passage.tsv --input dl19/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/19ary/reranked.run --prompt cot2 --rerankN 100 --topics dl19/topics.jsonl --topk 10,runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/19ary/reranked.run
DL19,CoT,1000,19-ary,450,llama-3,0.737396229680227,--collection data/dl19/450_collection_passage.tsv --input dl19/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/19ary/reranked.run --prompt cot2 --rerankN 1000 --topics dl19/topics.jsonl --topk 10,runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/19ary/reranked.run
DL20,CoT,100,19-ary,450,llama-3,0.710984912434827,--collection data/dl20/450_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/dl20/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/19ary/reranked.run --prompt cot2 --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/19ary/reranked.run
DL20,CoT,1000,19-ary,450,llama-3,0.74010085891338,--collection data/dl20/450_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 19 --output runs/dl20/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/19ary/reranked.run --prompt cot2 --rerankN 1000 --topics dl20/topics.jsonl --topk 10,runs/dl20/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/19ary/reranked.run
DL19,CoT,100,9-ary,450,llama-3,0.73031422518763,--collection data/dl19/450_collection_passage.tsv --input dl19/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/9ary/reranked.run --prompt cot2 --rerankN 100 --topics dl19/topics.jsonl --topk 10,runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/9ary/reranked.run
DL19,CoT,1000,9-ary,450,llama-3,0.731677671291449,--collection data/dl19/450_collection_passage.tsv --input dl19/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/9ary/reranked.run --prompt cot2 --rerankN 1000 --topics dl19/topics.jsonl --topk 10,runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/9ary/reranked.run
DL20,CoT,100,9-ary,450,llama-3,0.706166845828693,--collection data/dl20/450_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/dl20/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/9ary/reranked.run --prompt cot2 --rerankN 100 --topics dl20/topics.jsonl --topk 10,runs/dl20/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/9ary/reranked.run
DL20,CoT,1000,9-ary,450,llama-3,0.746376897968008,--collection data/dl20/450_collection_passage.tsv --input dl20/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 9 --output runs/dl20/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/9ary/reranked.run --prompt cot2 --rerankN 1000 --topics dl20/topics.jsonl --topk 10,runs/dl20/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/9ary/reranked.run
DL19,CoT,100,4-ary,450,llama-3,0.722665084804346,--collection data/dl19/450_collection_passage.tsv --input dl19/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 4 --output runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/4ary/reranked.run --prompt cot2 --rerankN 100 --topics dl19/topics.jsonl --topk 10,runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank100/4ary/reranked.run
DL19,CoT,1000,4-ary,450,llama-3,0.714614698326992,--collection data/dl19/450_collection_passage.tsv --input dl19/bm25.run --model meta-llama/Llama-3.3-70B-Instruct --nary 4 --output runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/4ary/reranked.run --prompt cot2 --rerankN 1000 --topics dl19/topics.jsonl --topk 10,runs/dl19/450/Llama-3.3-70B-Instruct/k10/cot/rerank1000/4ary/reranked.run
